t,M,r,abs_r,C_mean,chartist_frac,fundamentalist_frac
2334,-0.271484375,0.03663399573801107,0.03663399573801107,0.271484375,0.3642578125,0.6357421875
2335,-0.279296875,0.028370594095932677,0.028370594095932677,0.279296875,0.3603515625,0.6396484375
2336,-0.244140625,-0.1345303773791653,0.1345303773791653,0.244140625,0.3779296875,0.6220703125
2337,-0.27734375,0.12751282993465063,0.12751282993465063,0.27734375,0.361328125,0.638671875
2338,-0.24609375,-0.11954469279327773,0.11954469279327773,0.24609375,0.376953125,0.623046875
2339,-0.275390625,0.11247755114196356,0.11247755114196356,0.275390625,0.3623046875,0.6376953125
2340,-0.21875,-0.2302600788640321,0.2302600788640321,0.21875,0.390625,0.609375
2341,-0.28125,0.2513134124120182,0.2513134124120182,0.28125,0.359375,0.640625
2342,-0.224609375,-0.224880274597983,0.224880274597983,0.224609375,0.3876953125,0.6123046875
2343,-0.271484375,0.18954103604989303,0.18954103604989303,0.271484375,0.3642578125,0.6357421875
2344,-0.23046875,-0.16378865313784297,0.16378865313784297,0.23046875,0.384765625,0.615234375
2345,-0.2578125,0.11211683792742488,0.11211683792742488,0.2578125,0.37109375,0.62890625
2346,-0.255859375,-0.007604569776267001,0.007604569776267001,0.255859375,0.3720703125,0.6279296875
2347,-0.27734375,0.0806294316381031,0.0806294316381031,0.27734375,0.361328125,0.638671875
2348,-0.22265625,-0.21962772361608307,0.21962772361608307,0.22265625,0.388671875,0.611328125
2349,-0.275390625,0.2125605819647689,0.2125605819647689,0.275390625,0.3623046875,0.6376953125
2350,-0.234375,-0.16126751213763857,0.16126751213763857,0.234375,0.3828125,0.6171875
2351,-0.279296875,0.1753522012334674,0.1753522012334674,0.279296875,0.3603515625,0.6396484375
2352,-0.259765625,-0.07249523283467396,0.07249523283467396,0.259765625,0.3701171875,0.6298828125
2353,-0.25390625,-0.02281458892903898,0.02281458892903898,0.25390625,0.373046875,0.626953125
2354,-0.248046875,-0.023347270962837063,0.023347270962837063,0.248046875,0.3759765625,0.6240234375
2355,-0.28515625,0.13941901060497464,0.13941901060497464,0.28515625,0.357421875,0.642578125
2356,-0.220703125,-0.2562177788759754,0.2562177788759754,0.220703125,0.3896484375,0.6103515625
2357,-0.275390625,0.22137117190172195,0.22137117190172195,0.275390625,0.3623046875,0.6376953125
2358,-0.23046875,-0.17807455813794681,0.17807455813794681,0.23046875,0.384765625,0.615234375
2359,-0.2265625,-0.017094358549574862,0.017094358549574862,0.2265625,0.38671875,0.61328125
2360,-0.267578125,0.16639005815769137,0.16639005815769137,0.267578125,0.3662109375,0.6337890625
2361,-0.2890625,0.07723107017017172,0.07723107017017172,0.2890625,0.35546875,0.64453125
2362,-0.26953125,-0.06995833792234096,0.06995833792234096,0.26953125,0.365234375,0.634765625
2363,-0.259765625,-0.036904417456845584,0.036904417456845584,0.259765625,0.3701171875,0.6298828125
2364,-0.251953125,-0.030536604492360286,0.030536604492360286,0.251953125,0.3740234375,0.6259765625
2365,-0.244140625,-0.03149854005213104,0.03149854005213104,0.244140625,0.3779296875,0.6220703125
2366,-0.236328125,-0.03252305630116514,0.03252305630116514,0.236328125,0.3818359375,0.6181640625
2367,-0.2265625,-0.04220017210302007,0.04220017210302007,0.2265625,0.38671875,0.61328125
2368,-0.251953125,0.10622176845631626,0.10622176845631626,0.251953125,0.3740234375,0.6259765625
2369,-0.267578125,0.06016828970137511,0.06016828970137511,0.267578125,0.3662109375,0.6337890625
2370,-0.244140625,-0.09166682975350615,0.09166682975350615,0.244140625,0.3779296875,0.6220703125
2371,-0.25390625,0.039220555615452346,0.039220555615452346,0.25390625,0.373046875,0.626953125
2372,-0.251953125,-0.007722015563321305,0.007722015563321305,0.251953125,0.3740234375,0.6259765625
2373,-0.259765625,0.030536604492360286,0.030536604492360286,0.259765625,0.3701171875,0.6298828125
2374,-0.232421875,-0.11122518221512201,0.11122518221512201,0.232421875,0.3837890625,0.6162109375
2375,-0.283203125,0.19760947782554106,0.19760947782554106,0.283203125,0.3583984375,0.6416015625
2376,-0.255859375,-0.10153604185836285,0.10153604185836285,0.255859375,0.3720703125,0.6279296875
2377,-0.26171875,0.02264238924867401,0.02264238924867401,0.26171875,0.369140625,0.630859375
2378,-0.2734375,0.043802458906339936,0.043802458906339936,0.2734375,0.36328125,0.63671875
2379,-0.24609375,-0.10536010931018858,0.10536010931018858,0.24609375,0.376953125,0.623046875
2380,-0.265625,0.07637267999956232,0.07637267999956232,0.265625,0.3671875,0.6328125
2381,-0.19921875,-0.2876808175553318,0.2876808175553318,0.19921875,0.400390625,0.599609375
2382,-0.279296875,0.3378703777935619,0.3378703777935619,0.279296875,0.3603515625,0.6396484375
2383,-0.208984375,-0.2900145911758911,0.2900145911758911,0.208984375,0.3955078125,0.6044921875
2384,-0.287109375,0.31760245026868117,0.31760245026868117,0.287109375,0.3564453125,0.6435546875
2385,-0.244140625,-0.16211823647195533,0.16211823647195533,0.244140625,0.3779296875,0.6220703125
2386,-0.2578125,0.05448796807281453,0.05448796807281453,0.2578125,0.37109375,0.62890625
2387,-0.234375,-0.09530979192711664,0.09530979192711664,0.234375,0.3828125,0.6171875
2388,-0.251953125,0.07232036390643315,0.07232036390643315,0.251953125,0.3740234375,0.6259765625
2389,-0.23828125,-0.05579113190028173,0.05579113190028173,0.23828125,0.380859375,0.619140625
2390,-0.294921875,0.21325798609189062,0.21325798609189062,0.294921875,0.3525390625,0.6474609375
2391,-0.220703125,-0.2898908778621254,0.2898908778621254,0.220703125,0.3896484375,0.6103515625
2392,-0.294921875,0.2898908778621254,0.2898908778621254,0.294921875,0.3525390625,0.6474609375
