t_M,M,C_mean,t_r,r,abs_r
31742,0.28125,0.28125,31742,0.027398878092355305,0.027398878092355305
31743,0.2890625,0.2890625,31743,0.05264355607784266,0.05264355607784266
31744,0.3046875,0.3046875,31744,-0.26236327985582264,0.26236327985582264
31745,0.234375,0.234375,31745,-0.11466238994242373,0.11466238994242373
31746,0.208984375,0.208984375,31746,-0.16196848662253838,0.16196848662253838
31747,0.177734375,0.177734375,31747,-0.10413964172744938,0.10413964172744938
31748,0.16015625,0.16015625,31748,0.10413964172744938,0.10413964172744938
31749,0.177734375,0.177734375,31749,-0.14141079941597035,0.14141079941597035
31750,0.154296875,0.154296875,31750,0.14141079941597035,0.14141079941597035
31751,0.177734375,0.177734375,31751,-0.12883209822124675,0.12883209822124675
31752,0.15625,0.15625,31752,-0.23889018131076578,0.23889018131076578
31753,0.123046875,0.123046875,31753,0.16092915875651714,0.16092915875651714
31754,0.14453125,0.14453125,31754,-0.027398781997270305,0.027398781997270305
31755,0.140625,0.140625,31755,0.14217354635038792,0.14217354635038792
31756,0.162109375,0.162109375,31756,-0.15615968816935055,0.15615968816935055
31757,0.138671875,0.138671875,31757,-0.05798682713010739,0.05798682713010739
31758,0.130859375,0.130859375,31758,0.12603981595293123,0.12603981595293123
31759,0.1484375,0.1484375,31759,-0.06805298882282385,0.06805298882282385
31760,0.138671875,0.138671875,31760,0.20322691541181803,0.20322691541181803
31761,0.169921875,0.169921875,31761,0.25258943901847886,0.25258943901847886
31762,0.21875,0.21875,31762,0.17184953512518697,0.17184953512518697
31763,0.259765625,0.259765625,31763,-0.0075471764716767975,0.0075471764716767975
31764,0.2578125,0.2578125,31764,-0.007604569776267001,0.007604569776267001
31765,0.255859375,0.255859375,31765,0.0806294316381031,0.0806294316381031
31766,0.27734375,0.27734375,31766,-0.18514169978926098,0.18514169978926098
31767,0.23046875,0.23046875,31767,0.18514169978926098,0.18514169978926098
31768,0.27734375,0.27734375,31768,-0.014184583483089153,0.014184583483089153
31769,0.2734375,0.2734375,31769,-0.07410769083610913,0.07410769083610913
31770,0.25390625,0.25390625,31770,-0.07174361191661749,0.07174361191661749
31771,0.236328125,0.236328125,31771,-0.1806691908574063,0.1806691908574063
31772,0.197265625,0.197265625,31772,-0.04040932929537333,0.04040932929537333
31773,0.189453125,0.189453125,31773,0.07924896949614313,0.07924896949614313
31774,0.205078125,0.205078125,31774,0.07342712333941614,0.07342712333941614
31775,0.220703125,0.220703125,31775,0.11679876827100077,0.11679876827100077
31776,0.248046875,0.248046875,31776,0.10457240363072118,0.10457240363072118
31777,0.275390625,0.275390625,31777,-0.014285905000103849,0.014285905000103849
31778,0.271484375,0.271484375,31778,0.08940627268451062,0.08940627268451062
31779,0.296875,0.296875,31779,-0.019934147080489906,0.019934147080489906
31780,0.291015625,0.291015625,31780,-0.20815496518841847,0.20815496518841847
31781,0.236328125,0.236328125,31781,0.13146261830250205,0.13146261830250205
31782,0.26953125,0.26953125,31782,-0.1232321538494876,0.1232321538494876
31783,0.23828125,0.23828125,31783,0.08632773639264202,0.08632773639264202
31784,0.259765625,0.259765625,31784,0.08638429561041905,0.08638429561041905
31785,0.283203125,0.283203125,31785,-0.35175944056930697,0.35175944056930697
31786,0.19921875,0.19921875,31786,0.11122510673296415,0.11122510673296415
31787,0.22265625,0.22265625,31787,-0.19290271054879948,0.19290271054879948
31788,0.18359375,0.18359375,31788,-0.054658106539099416,0.054658106539099416
31789,0.173828125,0.173828125,31789,0.03315201972636461,0.03315201972636461
31790,0.1796875,0.1796875,31790,-0.15233980879226783,0.15233980879226783
31791,0.154296875,0.154296875,31791,0.025001142181437785,0.025001142181437785
31792,0.158203125,0.158203125,31792,-0.11778224553823313,0.11778224553823313
31793,0.140625,0.140625,31793,-0.14953058702637279,0.14953058702637279
31794,0.12109375,0.12109375,31794,-0.23531189603988167,0.23531189603988167
31795,0.095703125,0.095703125,31795,0.26706033629204384,0.26706033629204384
31796,0.125,0.125,31796,0.060624151231853496,0.060624151231853496
31797,0.1328125,0.1328125,31797,-0.3908627076975906,0.3908627076975906
31798,0.08984375,0.08984375,31798,0.21440772338841363,0.21440772338841363
31799,0.111328125,0.111328125,31799,0.1466022493217447,0.1466022493217447
31800,0.12890625,0.12890625,31800,-0.04651964622945748,0.04651964622945748
31801,0.123046875,0.123046875,31801,0.01574822998503622,0.01574822998503622
31802,0.125,0.125,31802,0.11778214677421062,0.11778214677421062
31803,0.140625,0.140625,31803,0.09278110335679535,0.09278110335679535
31804,0.154296875,0.154296875,31804,-0.06538232135952504,0.06538232135952504
31805,0.14453125,0.14453125,31805,-0.09937175094634032,0.09937175094634032
31806,0.130859375,0.130859375,31806,0.2612137425419254,0.2612137425419254
31807,0.169921875,0.169921875,31807,0.12921101814365032,0.12921101814365032
31808,0.193359375,0.193359375,31808,-0.10648289931380717,0.10648289931380717
31809,0.173828125,0.173828125,31809,0.054658106539099416,0.054658106539099416
31810,0.18359375,0.18359375,31810,-0.054658106539099416,0.054658106539099416
31811,0.173828125,0.173828125,31811,-0.09418664688446543,0.09418664688446543
31812,0.158203125,0.158203125,31812,-0.050643404457889396,0.050643404457889396
31813,0.150390625,0.150390625,31813,0.220541453604721,0.220541453604721
31814,0.1875,0.1875,31814,-0.12169624478536067,0.12169624478536067
31815,0.166015625,0.166015625,31815,-0.08594188923097446,0.08594188923097446
31816,0.15234375,0.15234375,31816,0.1541497421040361,0.1541497421040361
31817,0.177734375,0.177734375,31817,-0.3837224897991385,0.3837224897991385
31818,0.12109375,0.12109375,31818,0.203597434030234,0.203597434030234
31819,0.1484375,0.1484375,31819,0.19105406514520196,0.19105406514520196
31820,0.1796875,0.1796875,31820,-0.24512091214906317,0.24512091214906317
31821,0.140625,0.140625,31821,-0.05715799554235712,0.05715799554235712
31822,0.1328125,0.1328125,31822,0.0,0.0
31823,0.1328125,0.1328125,31823,0.11122484254621834,0.11122484254621834
31824,0.1484375,0.1484375,31824,-0.08223752079741997,0.08223752079741997
31825,0.13671875,0.13671875,31825,-0.12135991323281403,0.12135991323281403
31826,0.12109375,0.12109375,31826,0.12135991323281403,0.12135991323281403
31827,0.13671875,0.13671875,31827,0.08223752079741997,0.08223752079741997
31828,0.1484375,0.1484375,31828,-0.026668065006590913,0.026668065006590913
31829,0.14453125,0.14453125,31829,0.23922821696452767,0.23922821696452767
31830,0.18359375,0.18359375,31830,-0.10064294906209392,0.10064294906209392
31831,0.166015625,0.166015625,31831,-0.03593178885438775,0.03593178885438775
31832,0.16015625,0.16015625,31832,0.13657473791648167,0.13657473791648167
31833,0.18359375,0.18359375,31833,-0.08894697933952278,0.08894697933952278
31834,0.16796875,0.16796875,31834,-0.27995810293646683,0.27995810293646683
31835,0.126953125,0.126953125,31835,0.045120087771834516,0.045120087771834516
31836,0.1328125,0.1328125,31836,0.04317185372339449,0.04317185372339449
31837,0.138671875,0.138671875,31837,-0.31143352359611964,0.31143352359611964
31838,0.1015625,0.1015625,31838,-0.12260103782486542,0.12260103782486542
31839,0.08984375,0.08984375,31839,-0.11506797243072109,0.11506797243072109
31840,0.080078125,0.080078125,31840,0.17824619260441432,0.17824619260441432
31841,0.095703125,0.095703125,31841,0.09716278096517872,0.09716278096517872
31842,0.10546875,0.10546875,31842,-0.09716278096517872,0.09716278096517872
31843,0.095703125,0.095703125,31843,-0.42607884436390053,0.42607884436390053
31844,0.0625,0.0625,31844,0.0,0.0
31845,0.0625,0.0625,31845,-0.4212050842931343,0.4212050842931343
31846,0.041015625,0.041015625,31846,0.0,0.0
31847,0.041015625,0.041015625,31847,-0.5595975028341229,0.5595975028341229
31848,0.0234375,0.0234375,31848,-0.6931045166237637,0.6931045166237637
31849,0.01171875,0.01171875,31849,-0.6930618581478294,0.6930618581478294
31850,0.005859375,0.0234375,31850,-1.0982710718001556,1.0982710718001556
31851,0.001953125,0.02734375,31851,1.6090284382188562,1.6090284382188562
31852,0.009765625,0.021484375,31852,1.3862175660347384,1.3862175660347384
31853,0.0390625,0.046875,31853,-2.3023547254287795,2.3023547254287795
31854,-0.00390625,-0.00390625,31854,0.9161371593940411,0.9161371593940411
31855,-0.009765625,0.01171875,31855,0.33644298204607015,0.33644298204607015
31856,-0.013671875,0.01171875,31856,0.5389660263068223,0.5389660263068223
31857,-0.0234375,0.0078125,31857,-0.18231302386109993,0.18231302386109993
31858,-0.01953125,0.01953125,31858,-0.9162139387547814,0.9162139387547814
31859,-0.0078125,0.017578125,31859,-1.3859104839558674,1.3859104839558674
31860,-0.001953125,0.0390625,31860,2.196769595634275,2.196769595634275
31861,0.017578125,0.060546875,31861,0.5108028692460178,0.5108028692460178
31862,0.029296875,0.0625,31862,0.28767353937330187,0.28767353937330187
31863,0.0390625,0.05859375,31863,-0.16251441197656868,0.16251441197656868
31864,0.033203125,0.05078125,31864,0.057156740686326035,0.057156740686326035
31865,0.03515625,0.037109375,31865,-0.5877639102527032,0.5877639102527032
31866,0.01953125,0.0234375,31866,0.9162600129751177,0.9162600129751177
31867,0.048828125,0.048828125,31867,0.039219925476795314,0.039219925476795314
31868,0.05078125,0.05078125,31868,-0.08004106668155675,0.08004106668155675
31869,0.046875,0.046875,31869,0.0,0.0
31870,0.046875,0.046875,31870,0.4595244698661003,0.4595244698661003
31871,0.07421875,0.07421875,31871,0.0259751409287734,0.0259751409287734
31872,0.076171875,0.076171875,31872,0.074107034436655,0.074107034436655
31873,0.08203125,0.08203125,31873,-0.04878955465323864,0.04878955465323864
31874,0.078125,0.078125,31874,0.1397602728299181,0.1397602728299181
31875,0.08984375,0.08984375,31875,0.3908627076975906,0.3908627076975906
31876,0.1328125,0.1328125,31876,0.0979797056201499,0.0979797056201499
31877,0.146484375,0.146484375,31877,-0.0979797056201499,0.0979797056201499
31878,0.1328125,0.1328125,31878,-0.060624151231853496,0.060624151231853496
31879,0.125,0.125,31879,-0.18858950944485287,0.18858950944485287
31880,0.103515625,0.103515625,31880,0.10724454795134841,0.10724454795134841
31881,0.115234375,0.115234375,31881,-0.017094283740504146,0.017094283740504146
31882,0.11328125,0.11328125,31882,-0.12861616620404392,0.12861616620404392
31883,0.099609375,0.099609375,31883,-0.01980242651390185,0.01980242651390185
31884,0.09765625,0.09765625,31884,0.19884901220499174,0.19884901220499174
31885,0.119140625,0.119140625,31885,-0.03333613574654182,0.03333613574654182
31886,0.115234375,0.115234375,31886,0.08134496149350445,0.08134496149350445
31887,0.125,0.125,31887,0.07522284153191228,0.07522284153191228
31888,0.134765625,0.134765625,31888,0.08338101532009112,0.08338101532009112
31889,0.146484375,0.146484375,31889,0.051959393279002564,0.051959393279002564
31890,0.154296875,0.154296875,31890,-0.02564226227645161,0.02564226227645161
31891,0.150390625,0.150390625,31891,0.08701082288060658,0.08701082288060658
31892,0.1640625,0.1640625,31892,-0.12675088196368,0.12675088196368
31893,0.14453125,0.14453125,31893,0.102653479048046,0.102653479048046
31894,0.16015625,0.16015625,31894,-0.06291341996497257,0.06291341996497257
31895,0.150390625,0.150390625,31895,-0.2662659493480588,0.2662659493480588
31896,0.115234375,0.115234375,31896,0.304486912819234,0.304486912819234
31897,0.15625,0.15625,31897,0.1177823245495706,0.1177823245495706
31898,0.17578125,0.17578125,31898,-0.03390135550823414,0.03390135550823414
31899,0.169921875,0.169921875,31899,0.022728118829843158,0.022728118829843158
31900,0.173828125,0.173828125,31900,-0.034288872800423364,0.034288872800423364
31901,0.16796875,0.16796875,31901,-0.19166616144123783,0.19166616144123783
31902,0.138671875,0.138671875,31902,0.013986141818962627,0.013986141818962627
31903,0.140625,0.140625,31903,0.24512091214906317,0.24512091214906317
31904,0.1796875,0.1796875,31904,-0.15233980879226783,0.15233980879226783
31905,0.154296875,0.154296875,31905,0.012578701194723596,0.012578701194723596
31906,0.15625,0.15625,31906,0.08388096904133646,0.08388096904133646
31907,0.169921875,0.169921875,31907,0.07738622536894257,0.07738622536894257
31908,0.18359375,0.18359375,31908,-0.17384589560500263,0.17384589560500263
31909,0.154296875,0.154296875,31909,-0.10676724517575797,0.10676724517575797
31910,0.138671875,0.138671875,31910,0.2806131407807606,0.2806131407807606
31911,0.18359375,0.18359375,31911,-0.054658106539099416,0.054658106539099416
31912,0.173828125,0.173828125,31912,0.11653318345040287,0.11653318345040287
31913,0.1953125,0.1953125,31913,-0.030459049135016292,0.030459049135016292
31914,0.189453125,0.189453125,31914,-0.042111258325522316,0.042111258325522316
31915,0.181640625,0.181640625,31915,-0.03278963931147327,0.03278963931147327
31916,0.17578125,0.17578125,31916,0.06453816558397518,0.06453816558397518
31917,0.1875,0.1875,31917,0.16303882488857968,0.16303882488857968
31918,0.220703125,0.220703125,31918,0.10889362075975839,0.10889362075975839
31919,0.24609375,0.24609375,31919,-0.04878996099567501,0.04878996099567501
31920,0.234375,0.234375,31920,0.09530979192711664,0.09530979192711664
31921,0.2578125,0.2578125,31921,-0.17327098745241853,0.17327098745241853
31922,0.216796875,0.216796875,31922,-0.07480085482324128,0.07480085482324128
31923,0.201171875,0.201171875,31923,0.05661862037475074,0.05661862037475074
31924,0.212890625,0.212890625,31924,0.14493339096946745,0.14493339096946745
31925,0.24609375,0.24609375,31925,0.06899260058854462,0.06899260058854462
31926,0.263671875,0.263671875,31926,-0.0074349501846959765,0.0074349501846959765
31927,0.26171875,0.26171875,31927,0.01481502959571368,0.01481502959571368
31928,0.265625,0.265625,31928,0.04317201279371541,0.04317201279371541
31929,0.27734375,0.27734375,31929,-0.03584600018114448,0.03584600018114448
31930,0.267578125,0.267578125,31930,0.22168188760280527,0.22168188760280527
31931,0.333984375,0.333984375,31931,-0.06648953542151714,0.06648953542151714
31932,0.3125,0.3125,31932,0.03681385746042909,0.03681385746042909
31933,0.32421875,0.32421875,31933,0.017910871815147056,0.017910871815147056
31934,0.330078125,0.330078125,31934,0.09045684813777966,0.09045684813777966
31935,0.361328125,0.361328125,31935,-0.11441001571599352,0.11441001571599352
31936,0.322265625,0.322265625,31936,0.15154946176482342,0.15154946176482342
31937,0.375,0.375,31937,0.0943625213225141,0.0943625213225141
31938,0.412109375,0.412109375,31938,0.09055936695614686,0.09055936695614686
31939,0.451171875,0.451171875,31939,-0.2059752407390576,0.2059752407390576
31940,0.3671875,0.3671875,31940,-0.10654294172621293,0.10654294172621293
31941,0.330078125,0.330078125,31941,-0.09946047671221803,0.09946047671221803
31942,0.298828125,0.298828125,31942,-0.02649152561089907,0.02649152561089907
31943,0.291015625,0.291015625,31943,0.07122727304754095,0.07122727304754095
31944,0.3125,0.3125,31944,0.1177826801019024,0.1177826801019024
31945,0.3515625,0.3515625,31945,0.0,0.0
31946,0.3515625,0.3515625,31946,-0.04546224177740088,0.04546224177740088
31947,0.3359375,0.3359375,31947,0.11000058513768418,0.11000058513768418
31948,0.375,0.375,31948,0.0,0.0
31949,0.375,0.375,31949,-0.1760904935872627,0.1760904935872627
31950,0.314453125,0.314453125,31950,-0.05752365584197405,0.05752365584197405
31951,0.296875,0.296875,31951,-0.061035678588577946,0.061035678588577946
31952,0.279296875,0.279296875,31952,0.05443501686457464,0.05443501686457464
31953,0.294921875,0.294921875,31953,-0.04746637241241736,0.04746637241241736
31954,0.28125,0.28125,31954,0.1481800231550836,0.1481800231550836
31955,0.326171875,0.326171875,31955,0.05815574694469383,0.05815574694469383
31956,0.345703125,0.345703125,31956,-0.10097560999630573,0.10097560999630573
31957,0.3125,0.3125,31957,-0.0645383078049433,0.0645383078049433
31958,0.29296875,0.29296875,31958,0.0,0.0
31959,0.29296875,0.29296875,31959,-0.1664475894772357,0.1664475894772357
31960,0.248046875,0.248046875,31960,-0.10798817833404772,0.10798817833404772
31961,0.22265625,0.22265625,31961,-0.22533780673783177,0.22533780673783177
31962,0.177734375,0.177734375,31962,-0.14141079941597035,0.14141079941597035
31963,0.154296875,0.154296875,31963,0.2052619233812898,0.2052619233812898
31964,0.189453125,0.189453125,31964,0.06967956536620967,0.06967956536620967
31965,0.203125,0.203125,31965,0.0829965274693496,0.0829965274693496
31966,0.220703125,0.220703125,31966,0.0766328917702348,0.0766328917702348
31967,0.23828125,0.23828125,31967,0.05579113190028173,0.05579113190028173
31968,0.251953125,0.251953125,31968,0.015384858244416488,0.015384858244416488
31969,0.255859375,0.255859375,31969,-0.14780888191493302,0.14780888191493302
31970,0.220703125,0.220703125,31970,0.2630437200903408,0.2630437200903408
31971,0.287109375,0.287109375,31971,-0.1076302683991408,0.1076302683991408
31972,0.2578125,0.2578125,31972,-0.07878055992096522,0.07878055992096522
31973,0.23828125,0.23828125,31973,-0.016529232006151418,0.016529232006151418
31974,0.234375,0.234375,31974,-0.03390140454988311,0.03390140454988311
31975,0.2265625,0.2265625,31975,-0.19971232383002557,0.19971232383002557
31976,0.185546875,0.185546875,31976,-0.07653964841660277,0.07653964841660277
31977,0.171875,0.171875,31977,-0.011428628948360942,0.011428628948360942
31978,0.169921875,0.169921875,31978,0.08796827736496371,0.08796827736496371
31979,0.185546875,0.185546875,31979,0.10956164322937934,0.10956164322937934
31980,0.20703125,0.20703125,31980,-0.04831833815373998,0.04831833815373998
31981,0.197265625,0.197265625,31981,-0.02000056429695274,0.02000056429695274
31982,0.193359375,0.193359375,31982,-0.05182479277470775,0.05182479277470775
31983,0.18359375,0.18359375,31983,0.17520321364953628,0.17520321364953628
31984,0.21875,0.21875,31984,-0.13353073956649664,0.13353073956649664
31985,0.19140625,0.19140625,31985,-0.1661259266944497,0.1661259266944497
31986,0.162109375,0.162109375,31986,-0.10135183627259514,0.10135183627259514
31987,0.146484375,0.146484375,31987,0.12516233982191127,0.12516233982191127
31988,0.166015625,0.166015625,31988,0.13205897683838108,0.13205897683838108
31989,0.189453125,0.189453125,31989,0.11663632262585022,0.11663632262585022
31990,0.212890625,0.212890625,31990,0.044850360146662105,0.044850360146662105
31991,0.22265625,0.22265625,31991,-0.06336932011529339,0.06336932011529339
31992,0.208984375,0.208984375,31992,-0.21848036977302887,0.21848036977302887
31993,0.16796875,0.16796875,31993,0.022989382918941148,0.022989382918941148
31994,0.171875,0.171875,31994,0.13778295349224212,0.13778295349224212
31995,0.197265625,0.197265625,31995,0.07622699333047689,0.07622699333047689
31996,0.212890625,0.212890625,31996,0.07933638397348419,0.07933638397348419
31997,0.23046875,0.23046875,31997,0.04959673118946828,0.04959673118946828
31998,0.2421875,0.2421875,31998,0.0700672832096334,0.0700672832096334
31999,0.259765625,0.259765625,31999,0.07946387728683124,0.07946387728683124
32000,0.28125,0.28125,32000,0.0,0.0
32001,0.28125,0.28125,32001,-0.00696864445215728,0.00696864445215728
32002,0.279296875,0.279296875,32002,0.04110153150808804,0.04110153150808804
32003,0.291015625,0.291015625,32003,-0.027212468732342954,0.027212468732342954
32004,0.283203125,0.283203125,32004,-0.056752610401404224,0.056752610401404224
32005,0.267578125,0.267578125,32005,0.056752610401404224,0.056752610401404224
32006,0.283203125,0.283203125,32006,0.0602186536346041,0.0602186536346041
32007,0.30078125,0.30078125,32007,0.10471062356679695,0.10471062356679695
32008,0.333984375,0.333984375,32008,-0.047913208744100544,0.047913208744100544
32009,0.318359375,0.318359375,32009,-0.06331207411405848,0.06331207411405848
32010,0.298828125,0.298828125,32010,0.019418021503368132,0.019418021503368132
32011,0.3046875,0.3046875,32011,0.0,0.0
32012,0.3046875,0.3046875,32012,0.03154825580819676,0.03154825580819676
32013,0.314453125,0.314453125,32013,0.1003788815888127,0.1003788815888127
32014,0.34765625,0.34765625,32014,0.038572165949620096,0.038572165949620096
32015,0.361328125,0.361328125,32015,-0.1023617143617439,0.1023617143617439
32016,0.326171875,0.326171875,32016,-0.21271830725648866,0.21271830725648866
32017,0.263671875,0.263671875,32017,-0.061087453077302234,0.061087453077302234
32018,0.248046875,0.248046875,32018,0.046161859891876045,0.046161859891876045
32019,0.259765625,0.259765625,32019,-0.15415003822592377,0.15415003822592377
32020,0.22265625,0.22265625,32020,-0.30538004554964715,0.30538004554964715
32021,0.1640625,0.1640625,32021,0.0,0.0
32022,0.1640625,0.1640625,32022,-0.16813580577991294,0.16813580577991294
32023,0.138671875,0.138671875,32023,0.13176838735719576,0.13176838735719576
32024,0.158203125,0.158203125,32024,0.012270015507083176,0.012270015507083176
32025,0.16015625,0.16015625,32025,0.15762803363974842,0.15762803363974842
32026,0.1875,0.1875,32026,0.09909039950213372,0.09909039950213372
32027,0.20703125,0.20703125,32027,0.1963724490569625,0.1963724490569625
32028,0.251953125,0.251953125,32028,-0.0891274099067414,0.0891274099067414
32029,0.23046875,0.23046875,32029,-0.09785534394211548,0.09785534394211548
32030,0.208984375,0.208984375,32030,0.04566982321603019,0.04566982321603019
32031,0.21875,0.21875,32031,-0.018018422386178568,0.018018422386178568
32032,0.21484375,0.21484375,32032,-0.07550718744752238,0.07550718744752238
32033,0.19921875,0.19921875,32033,0.009756126211551308,0.009756126211551308
32034,0.201171875,0.201171875,32034,0.07480085482324128,0.07480085482324128
32035,0.216796875,0.216796875,32035,-0.04609088962522745,0.04609088962522745
32036,0.20703125,0.20703125,32036,-0.10956164322937934,0.10956164322937934
32037,0.185546875,0.185546875,32037,0.0905135411464757,0.0905135411464757
32038,0.203125,0.203125,32038,-0.04927080036778908,0.04927080036778908
32039,0.193359375,0.193359375,32039,0.07770859765879834,0.07770859765879834
32040,0.208984375,0.208984375,32040,-0.11895133843748495,0.11895133843748495
32041,0.185546875,0.185546875,32041,0.14660273926733658,0.14660273926733658
32042,0.21484375,0.21484375,32042,0.19735860051209575,0.19735860051209575
32043,0.26171875,0.26171875,32043,-0.045809356927517086,0.045809356927517086
32044,0.25,0.25,32044,0.10379639931694618,0.10379639931694618
32045,0.27734375,0.27734375,32045,0.01398619189667194,0.01398619189667194
32046,0.28125,0.28125,32046,0.06713907195819191,0.06713907195819191
32047,0.30078125,0.30078125,32047,0.0870110999342355,0.0870110999342355
32048,0.328125,0.328125,32048,0.05781939967478,0.05781939967478
32049,0.34765625,0.34765625,32049,-0.1066094114637357,0.1066094114637357
32050,0.3125,0.3125,32050,0.16126767100178907,0.16126767100178907
32051,0.3671875,0.3671875,32051,0.10109585500625395,0.10109585500625395
32052,0.40625,0.40625,32052,-0.10109585500625395,0.10109585500625395
32053,0.3671875,0.3671875,32053,0.0416725852415073,0.0416725852415073
32054,0.3828125,0.3828125,32054,-0.37283870044817313,0.37283870044817313
32055,0.263671875,0.263671875,32055,0.014706092023588635,0.014706092023588635
32056,0.267578125,0.267578125,32056,0.07045140671844918,0.07045140671844918
32057,0.287109375,0.287109375,32057,-0.05595845318872272,0.05595845318872272
32058,0.271484375,0.271484375,32058,0.05595845318872272,0.05595845318872272
32059,0.287109375,0.287109375,32059,-0.2197471063265657,0.2197471063265657
32060,0.23046875,0.23046875,32060,0.24659426409835028,0.24659426409835028
32061,0.294921875,0.294921875,32061,-0.1344774261709254,0.1344774261709254
32062,0.2578125,0.2578125,32062,0.16062261877287032,0.16062261877287032
32063,0.302734375,0.302734375,32063,-0.019544530877941613,0.019544530877941613
32064,0.296875,0.296875,32064,-0.02666815604406536,0.02666815604406536
32065,0.2890625,0.2890625,32065,0.039740193865836604,0.039740193865836604
32066,0.30078125,0.30078125,32066,0.0567974148226964,0.0567974148226964
32067,0.318359375,0.318359375,32067,-0.04389405261069035,0.04389405261069035
32068,0.3046875,0.3046875,32068,-0.14458071827160301,0.14458071827160301
32069,0.263671875,0.263671875,32069,0.021978824271419395,0.021978824271419395
32070,0.26953125,0.26953125,32070,-0.014598744860401691,0.014598744860401691
32071,0.265625,0.265625,32071,-0.12516264099523733,0.12516264099523733
32072,0.234375,0.234375,32072,-0.16251817656009448,0.16251817656009448
32073,0.19921875,0.19921875,32073,0.07550718744752238,0.07550718744752238
32074,0.21484375,0.21484375,32074,0.1358009501082471,0.1358009501082471
32075,0.24609375,0.24609375,32075,-0.18232074409917454,0.18232074409917454
32076,0.205078125,0.205078125,32076,0.0822377132763692,0.0822377132763692
32077,0.22265625,0.22265625,32077,-0.10146898052141284,0.10146898052141284
32078,0.201171875,0.201171875,32078,0.1443938365322146,0.1443938365322146
32079,0.232421875,0.232421875,32079,0.033060722342098,0.033060722342098
32080,0.240234375,0.240234375,32080,-0.050010207108822646,0.050010207108822646
32081,0.228515625,0.228515625,32081,-0.008583705966829891,0.008583705966829891
32082,0.2265625,0.2265625,32082,0.0,0.0
32083,0.2265625,0.2265625,32083,0.12921119647699975,0.12921119647699975
32084,0.2578125,0.2578125,32084,0.11440993185086334,0.11440993185086334
32085,0.2890625,0.2890625,32085,-0.0555696534721164,0.0555696534721164
32086,0.2734375,0.2734375,32086,0.04878999002039386,0.04878999002039386
32087,0.287109375,0.287109375,32087,-0.034605406537304706,0.034605406537304706
32088,0.27734375,0.27734375,32088,-0.0654776853901593,0.0654776853901593
32089,0.259765625,0.259765625,32089,0.2857996473866087,0.2857996473866087
32090,0.345703125,0.345703125,32090,-0.13919669814158553,0.13919669814158553
32091,0.30078125,0.30078125,32091,-0.07410771641034919,0.07410771641034919
32092,0.279296875,0.279296875,32092,-0.014084689095828828,0.014084689095828828
32093,0.275390625,0.275390625,32093,0.061875185846514524,0.061875185846514524
32094,0.29296875,0.29296875,32094,-0.03390143397494061,0.03390143397494061
32095,0.283203125,0.283203125,32095,0.11086222227239384,0.11086222227239384
32096,0.31640625,0.31640625,32096,-0.2123982641307567,0.2123982641307567
32097,0.255859375,0.255859375,32097,-0.11302292073390285,0.11302292073390285
32098,0.228515625,0.228515625,32098,0.00851065258274497,0.00851065258274497
32099,0.23046875,0.23046875,32099,0.02510581355344521,0.02510581355344521
32100,0.236328125,0.236328125,32100,-0.03361646613619018,0.03361646613619018
32101,0.228515625,0.228515625,32101,-0.10821308452044631,0.10821308452044631
32102,0.205078125,0.205078125,32102,-0.32322514923036705,0.32322514923036705
32103,0.1484375,0.1484375,32103,0.21256015195793676,0.21256015195793676
32104,0.18359375,0.18359375,32104,0.03141602777628716,0.03141602777628716
32105,0.189453125,0.189453125,32105,0.10741971101375536,0.10741971101375536
32106,0.2109375,0.2109375,32106,0.018349052473315197,0.018349052473315197
32107,0.21484375,0.21484375,32107,-0.11551231718031807,0.11551231718031807
32108,0.19140625,0.19140625,32108,-0.11905869945198222,0.11905869945198222
32109,0.169921875,0.169921875,32109,0.09843952109220933,0.09843952109220933
32110,0.1875,0.1875,32110,0.010362732053020407,0.010362732053020407
32111,0.189453125,0.189453125,32111,0.04040932929537333,0.04040932929537333
32112,0.197265625,0.197265625,32112,-0.11531022693236892,0.11531022693236892
32113,0.17578125,0.17578125,32113,-0.1303610257442942,0.1303610257442942
32114,0.154296875,0.154296875,32114,-0.09278110335679535,0.09278110335679535
32115,0.140625,0.140625,32115,0.2772090509578191,0.2772090509578191
32116,0.185546875,0.185546875,32116,-0.010582051996021136,0.010582051996021136
32117,0.18359375,0.18359375,32117,-0.010695230549235157,0.010695230549235157
32118,0.181640625,0.181640625,32118,-0.35820985172675446,0.35820985172675446
32119,0.126953125,0.126953125,32119,0.015267352784402277,0.015267352784402277
32120,0.12890625,0.12890625,32120,0.02985273498743224,0.02985273498743224
32121,0.1328125,0.1328125,32121,-0.02985273498743224,0.02985273498743224
32122,0.12890625,0.12890625,32122,-0.015267352784402277,0.015267352784402277
32123,0.126953125,0.126953125,32123,-0.16705265250764034,0.16705265250764034
32124,0.107421875,0.107421875,32124,0.18232000529204262,0.18232000529204262
32125,0.12890625,0.12890625,32125,0.2047929760680225,0.2047929760680225
32126,0.158203125,0.158203125,32126,0.24027848345095149,0.24027848345095149
32127,0.201171875,0.201171875,32127,0.02870996519801383,0.02870996519801383
32128,0.20703125,0.20703125,32128,-0.009478697952970183,0.009478697952970183
32129,0.205078125,0.205078125,32129,-0.14310009346146257,0.14310009346146257
32130,0.177734375,0.177734375,32130,0.11411270000486762,0.11411270000486762
